,Date,Amount,Token,XLINE,XLINE2,,Amount2,Token2,Amount3,Token3,Line#,USD,$ / token,Type,Defi,Notes,Current Classifications,Wallet,Txhash,Sender,Receiver,,,Categorized,,Count
FALSE,"September 24, 2020, 9:24: AM","874,163.789941",FARM-USDC-5,,,,12.79405732,FARM,,,,,,,,,,BCAP Fund,0xfeb2d74875684b2c03e73d15ef1d363022973c196b117f11131ab2935afb1a15,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xE1f9A3EE001a2EcC906E8de637DBf20BB2d44633,,,,Categorized,81
FALSE,"September 22, 2020, 4:31: PM",-5.55387308,FARM,,,,,,,,,,,,,,,BCAP Fund,0x230a8b0b9d7e700c97d0678af21bf439d31a6d7c98d8ce24832ddb4bb2a1e0fa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x59258F4e15A5fC74A7284055A8094F58108dbD4f,,,,Categorized,82
FALSE,"September 22, 2020, 4:29: PM",,,,,,,,,,,,,,,,,BCAP Fund,0x0b907bcdd96631a356efa12ec10396ea8938ed4b9a7b5cbdf3f94859c94e63c5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa0246c9032bC3A600820415aE600c6388619A14D,,,,Categorized,83
FALSE,"September 22, 2020, 4:27: PM",-0.00211907,FARM-UNI-V2-3,,,,,,,,,,,,,,,BCAP Fund,0x757ea3a8c4bd146c0f32d7254b180edd89f08a4ebe964f5fcfb6ddd654db57ed,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xc24dA7a6B5adC8771588D58B6109ef52c95a311E,,,,Categorized,84
FALSE,"September 22, 2020, 4:26: PM","-874,163.789941",FARM-USDC-5,,,,,,,,,,,,,,,BCAP Fund,0x85f15094b93c999fcd0264696f0091504edf73e01cab6ce26a93bd9e02b03d95,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xE1f9A3EE001a2EcC906E8de637DBf20BB2d44633,,,,Categorized,85
FALSE,"September 22, 2020, 4:26: PM",,,,,,,,,,,,,,,,,BCAP Fund,0x3c1b2d62c3154da32f50faf9ddf3ca97b806b11f34dc2469e795e43c08c8ef7d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x63671425ef4D25Ec2b12C7d05DE855C143f16e3B,,,,Categorized,86
FALSE,"September 22, 2020, 4:17: PM","-181,550.790686",USDC,,,,"176,175.613268",FARM-USDC-5,-0.00212752,UNI-V2-USDC-WETH,,,,,,,,BCAP Fund,0x3ccd15861efc2213d037a85eb26d258a1bf457d17a9363a7d833f4133598feda,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xF8ce90c2710713552fb564869694B2505Bfc0846,,,,Categorized,87
FALSE,"September 22, 2020, 4:09: PM",,,,,,,,,,,,,,,,,BCAP Fund,0x4d56f71dd078b631a94649dacb0f39431868cfef44bc4ae6cec88932234ea112,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,,,,Categorized,88
FALSE,"September 22, 2020, 3:42: PM",-141.75148408,Ξ,,,,0.00308872,Ξ,"-48,919.534549",USDC,,,,,,,,BCAP Fund,0x2795b01fccd7f27be9095e44c681e8ed485e3830493984289195b7d9f277c325,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,,,,Categorized,89
FALSE,"September 22, 2020, 3:41: PM",,,,,,,,,,,,,,,,,BCAP Fund,0xc686b9c55124d3356adc3ca23a9dd0012a30d1758bc81a85dba703242a7392b8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,,Categorized,90
FALSE,"September 22, 2020, 3:38: PM","-30,000",FARM-USDC-5,,,,"30,914.469528",USDC,,,,,,,,,,BCAP Fund,0x390b3955fe92867df954ef5373dd89e206839453fb440a65e6fbb9e7fd645058,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xc3F7ffb5d5869B3ade9448D094d81B0521e8326f,,,,Categorized,91
FALSE,"September 22, 2020, 3:36: PM","727,988.176673",FARM-USDC-5,,,,5.55387308,FARM,,,,,,,,,,BCAP Fund,0x4a265007cb2e28863d014d15939ab33fbb9498a3712d992864b30cdc0bcc8a29,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xE1f9A3EE001a2EcC906E8de637DBf20BB2d44633,,,,Categorized,92
FALSE,"September 22, 2020, 3:16: PM",141.9798422,Ξ,,,,-141.9798422,WETH,,,,,,,,,,BCAP Fund,0x22e09e4daf753658c4aac25dbaa838c67dc35f963e7ec8f30856e858eaef530e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,,,Categorized,93
FALSE,"September 22, 2020, 3:10: PM",-141.8161223,FARM-WETH,,,,141.97984228,WETH,,,,,,,,,,BCAP Fund,0xb7d6db29e00425ca3ead1eefb398a4d4deef9a2ef624a0749041216558d82094,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x8e298734681adbfC41ee5d17FF8B0d6d803e7098,,,,Categorized,94
FALSE,"September 22, 2020, 3:02: PM",-141.97984228,WETH,,,,141.8161223,FARM-WETH,,,,,,,,,,BCAP Fund,0xf1ded9d0051f2a07db4baab9ea00c03b35356fef2f3f9eee2a4c6ac2bf18b947,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xF8ce90c2710713552fb564869694B2505Bfc0846,,,,Categorized,95
FALSE,"September 22, 2020, 3:01: PM",,,,,,,,,,,,,,,,,BCAP Fund,0x8739425c835b32c433ebac22cf9698f5f07ea8babc56ea524d19271754f1fbe5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,,,Categorized,96
FALSE,"September 21, 2020, 6:01: PM","-727,988.176673",FARM-USDC-5,,,,,,,,,,,,,,,BCAP Fund,0x47497e4802866aae3b1d3b3eb11910fcfdc922e5e8ec177737381442774b7ed3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xE1f9A3EE001a2EcC906E8de637DBf20BB2d44633,,,,Categorized,97
FALSE,"September 21, 2020, 6:01: PM",,,,,,,,,,,,,,,,,BCAP Fund,0xf96b1b6d83cf56ebad648a8f5d7fe75524ee775d0b618905ef94964e8656dc22,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xc3F7ffb5d5869B3ade9448D094d81B0521e8326f,,,,Categorized,98
FALSE,"September 21, 2020, 5:59: PM","-750,000",USDC,,,,"727,988.176673",FARM-USDC-5,,,,,,,,,,BCAP Fund,0x2d66442f81229640f681647047329374f255688e084d22002d3d6e50778b6154,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xF8ce90c2710713552fb564869694B2505Bfc0846,,,,Categorized,99
FALSE,"September 21, 2020, 5:57: PM",,,,,,,,,,,,,,,,,BCAP Fund,0xa02db880e776faad6f754bfe07ceefc9b7d6b3d392a62e8ce3eb5a0c7fbb771a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,,Categorized,100
FALSE,"September 21, 2020, 4:56: PM",5,Ξ,,,,-5,WETH,,,,,,,,,,BCAP Fund,0xccaa310e012fcb384f1cc7bd5ddbe070fb135f2fa06466fb18854d881b147db5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,,,Categorized,101
FALSE,"September 21, 2020, 4:53: PM",-0.00539,Ξ,,,,"-50,444.144293",USDC,146.97984228,WETH,,,,,,,,BCAP Fund,0x7bd72ef460b76d5035cbf5ebcda1f2ec65528528144c30422670fb5f11e894b0,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x61935CbDd02287B511119DDb11Aeb42F1593b7Ef,,,,Categorized,102
FALSE,"September 21, 2020, 4:46: PM",,,,,,,,,,,,,,,,,BCAP Fund,0xaa33e434214fba70cc06d57f2ef0d938abf2d0b11778bcf0c6685311c55c021b,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,,Categorized,103
FALSE,"September 21, 2020, 4:20: PM",-0.001617,Ξ,,,,-1,Ξ,,,,,,,,,,BCAP Fund  BCAP Fund,"5b36ed03-abc2-4b57-94ae-99d07f2f7332
Etherscan
Etherscan",#N/A,#N/A,,,,Categorized,104
FALSE,"September 19, 2020, 3:11: AM",,,,,,,,,,,,,,,,,BCAP Fund,0x88fb25b741d599b2f24618962001310b0d0d32154f12c4321eb899f2533010f3,0xe68B380371c780f5dD9900F21394f7Ccd96e5E8F,0x7224D1965F85572750A7BfB6845759DE52A8B76A,,,,Categorized,105
FALSE,"September 17, 2020, 1:57: PM",,,,,,,,,,,,,,,,,BCAP Fund,0xf0fdfb0926b13d1d881ed0dbdfabfe1148a0ae507a2e0d4eb93c579271fa0c9b,0x7Ce7D65B3728D0a37B09f5AF96B2a49bc90b6A20,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,,Categorized,106
FALSE,"September 17, 2020, 1:41: PM",,,,,,,,,,,,,,,,,BCAP Fund,0x514b9def09b8a236ff154f9fd3fcb736a738136d3e5d12702f1a90a203f7d595,0xCAB9496043a5977114424fA3AB679Fd1943393eb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,,,Categorized,107
