,Date,Amount,Token,Amount2,Token2,,USD,$ / token,Type,Defi,Notes,Current Classifications,Wallet,Txhash,Sender,Receiver
FALSE,"Apr 13, 2021 7:12 AM","-151,627.2167",MATIC,,,1,,,,,,,BCAP Fund,0xa3ce80ed49bc67ef9ff38633d760548326721653380217597b0089299f04a9c2,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 13, 2021 7:12 AM","61,965.888716",USDC,,,2,,,,,,,BCAP Fund,0xa3ce80ed49bc67ef9ff38633d760548326721653380217597b0089299f04a9c2,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 13, 2021 7:06 AM",,,,,,,,,,,,BCAP Fund,0x771b3581d69fa71874723225b4057f3fe4ece0d5414f89401cd7a20fde2f9b37,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0
FALSE,"Apr 13, 2021 2:19 AM","-50,000",MATIC,,,,,,,,,,BCAP Fund,0xcd7d51fbfa9185f7bda1cead74294f3c316580dfe84f5278caeb756f38a37bf6,0x0197ABe48f0a9826D10F44DaD7050f26586Eb9bA,0x0000000000007F150Bd6f54c40A34d7C3d5e9f56
FALSE,"Apr 10, 2021 3:16 PM","-50,000",MATIC,,,,,,,,,,BCAP Fund,0x2a965c641632e2dc2cae4c14ad6050ca9a2b99936275bf794a68b60297d9fadb,0x003FD5F6030b8C1a4D2503339b14466b9bA6C6cf,0x0000000000007F150Bd6f54c40A34d7C3d5e9f56
FALSE,"Apr 10, 2021 2:49 PM",-10.99143529,UNI-V2-TBTC-WETH,,,,,,,,,,BCAP Fund,0x1182e7dd3620f5a8651b05035e8cc093516c0987d0535e8a0a627393ca107f50,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x81C51dD453DBFf8f16036B3f0fB54d7bd03F036F
FALSE,"Apr 10, 2021 2:49 PM",,,,,,,,,,,,BCAP Fund,0xee1904c409d6f13684318dfa3ed9548520dba14345109b9469d880c2c66ad252,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x854056Fd40C1B52037166285B2e54Fee774d33f6
FALSE,"Apr 10, 2021 2:48 PM",-61.38584132,ETH,,,1,,,,,,,BCAP Fund,0xf6f42066d2108d1a5b7bbe23590cfe5d7a7eca34378d0077c7a6a4ce96656c75,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Apr 10, 2021 2:48 PM",-2.18021275,TBTC,,,2,,,,,,,BCAP Fund,0xf6f42066d2108d1a5b7bbe23590cfe5d7a7eca34378d0077c7a6a4ce96656c75,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Apr 10, 2021 2:47 PM",,,,,,,,,,,,BCAP Fund,0x06feb14bda6b89b9761ecbf43321b4f2a97efe922ddc7b2b66f0a9165f855aef,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x8dAEBADE922dF735c38C80C7eBD708Af50815fAa
FALSE,"Apr 10, 2021 2:46 PM",-2.18139154,tbtc/sbtcCrv,,,1,,,,,,,BCAP Fund,0x601c6ab572ba1e2209899d4af866a6f2626863ead3e736731e3e6421adff350e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xaa82ca713D94bBA7A89CEAB55314F9EfFEdDc78c
FALSE,"Apr 10, 2021 2:46 PM",2.18021275,TBTC,,,2,,,,,,,BCAP Fund,0x601c6ab572ba1e2209899d4af866a6f2626863ead3e736731e3e6421adff350e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xaa82ca713D94bBA7A89CEAB55314F9EfFEdDc78c
FALSE,"Apr 10, 2021 2:45 PM",,,,,,,,,,,,BCAP Fund,0xa3395c4c8ead63eb6e3085b49475d9d46b329e60d5502ac0a10655f797b87ebb,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x64eda51d3Ad40D56b9dFc5554E06F94e1Dd786Fd
FALSE,"Apr 10, 2021 2:45 PM",0.9447769,KEEP,,,,,,,,,,BCAP Fund,0x6d711e6b22f331d2860befa11801c55930c08e1c144660db5701d7a9df1415d4,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6828bcF74279eE32f2723eC536c22c51Eed383C6
FALSE,"Apr 10, 2021 2:41 PM",-2.16,btbtc/sbtcCrv,,,1,,,,,,,BCAP Fund,0xabbb8ed3f2566e23fd39b2e77ce588a6381c3df4ab366d3befd217bf2a087410,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb9D076fDe463dbc9f915E5392F807315Bf940334
FALSE,"Apr 10, 2021 2:41 PM",2.18139154,tbtc/sbtcCrv,,,2,,,,,,,BCAP Fund,0xabbb8ed3f2566e23fd39b2e77ce588a6381c3df4ab366d3befd217bf2a087410,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb9D076fDe463dbc9f915E5392F807315Bf940334
FALSE,"Apr 10, 2021 2:40 PM",2.16,btbtc/sbtcCrv,,,,,,,,,,BCAP Fund,0x2c37de90b60c9eb78dd9a4ccb9d46250d642099a22d9ef81e94b99ee7b01e0b3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x085A9340ff7692Ab6703F17aB5FfC917B580a6FD
FALSE,"Apr 10, 2021 2:36 PM",-391.5938116,bBADGER,,,,,,,,,,BCAP Fund,0x8f79a62e7ee8af34ace471f6e1c97838ea17f2ede2923b669e0b2133ac24a8dd,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa9429271a28F8543eFFfa136994c0839E7d7bF77
FALSE,"Apr 10, 2021 1:59 PM",-479.38953514,BADGER,,,1,,,,,,,BCAP Fund,0x76ec95440265890e73d3480d9a7a6d65690dfffd69e7eb97348b36b0d92d51a4,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Apr 10, 2021 1:59 PM",391.5938116,bBADGER,,,2,,,,,,,BCAP Fund,0x76ec95440265890e73d3480d9a7a6d65690dfffd69e7eb97348b36b0d92d51a4,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Apr 10, 2021 1:58 PM",-0.0023163,FARM-SLP-7,,,,,,,,,,BCAP Fund,0xf7c7c6f68a559fe072473e1558cfda3d961c3687032ed39de6d3f309770002f0,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6B4e1E0656Dd38F36c318b077134487B9b0cf7a6
FALSE,"Apr 10, 2021 1:55 PM",0.0023163,FARM-SLP-7,,,1,,,,,,,BCAP Fund,0x3f3e18615750e089cd733d7b22de59d67ccb4cdc80378cb2149f1808cc0b0aaa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x01bd09A1124960d9bE04b638b142Df9DF942b04a
FALSE,"Apr 10, 2021 1:55 PM",-0.00243851,SLP-USDC-WETH,,,2,,,,,,,BCAP Fund,0x3f3e18615750e089cd733d7b22de59d67ccb4cdc80378cb2149f1808cc0b0aaa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x01bd09A1124960d9bE04b638b142Df9DF942b04a
FALSE,"Apr 10, 2021 1:54 PM",,,,,,,,,,,,BCAP Fund,0x6426c1fdb26b5303db121fbc50a879ebc216e15ce740376aea491c6aa1e4db97,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x397FF1542f962076d0BFE58eA045FfA2d347ACa0
FALSE,"Apr 10, 2021 1:53 PM",-13.15784527,FARM,,,,,,,,,,BCAP Fund,0x6daa8292d3dada45141efb71d9741758d7cb672ad4aa3b677f37cf89cf6c8205,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Apr 10, 2021 1:51 PM",-70.15903098,ETH,,,1,,,,,,,BCAP Fund,0x501068a30eee06fa097fc6c8cc232b4bcd4afc8ff91a17ce91b94fc9f6da3cef,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Apr 10, 2021 1:51 PM",12.3943167,FARM,,,,,,,,,,BCAP Fund,0x06e20eb9e8383f26973b47d85d277a5cdcf17f6ec7285bbdbd94f28b156f6b5c,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x093C2ae5E6F3D2A897459aa24551289D462449AD
FALSE,"Apr 10, 2021 1:51 PM","-147,595.253683",USDC,,,2,,,,,,,BCAP Fund,0x501068a30eee06fa097fc6c8cc232b4bcd4afc8ff91a17ce91b94fc9f6da3cef,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Apr 10, 2021 1:49 PM","-139,970.039821",FARM-USDC,,,1,,,,,,,BCAP Fund,0x3ad0c865c850ab330b242bc748a2a61b97137720d45d69f2b11fd7834303d9f7,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0358e8c3CD5Fa238a29301d0bEa3D63A17bEdBE
FALSE,"Apr 10, 2021 1:49 PM","124,709.448162",USDC,,,2,,,,,,,BCAP Fund,0x3ad0c865c850ab330b242bc748a2a61b97137720d45d69f2b11fd7834303d9f7,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0358e8c3CD5Fa238a29301d0bEa3D63A17bEdBE
FALSE,"Apr 10, 2021 1:48 PM","139,970.039821",FARM-USDC,,,1,,,,,,,BCAP Fund,0x3944b986f853afa2021cc49b921886ed2b6a7cb49fe645eadc81b8b81e02e78a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4F7c28cCb0F1Dbd1388209C67eEc234273C878Bd
FALSE,"Apr 10, 2021 1:48 PM",0.76352857,FARM,,,2,,,,,,,BCAP Fund,0x3944b986f853afa2021cc49b921886ed2b6a7cb49fe645eadc81b8b81e02e78a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4F7c28cCb0F1Dbd1388209C67eEc234273C878Bd
FALSE,"Apr 10, 2021 1:43 PM",-907.1832,RAI,,,1,,,,,,,BCAP Fund,0x2a96e714996cd1d12080a8f8292e8c40ac9f1b64e208dd351b0f09cb42c297ef,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 10, 2021 1:43 PM","2,747.430865",USDC,,,2,,,,,,,BCAP Fund,0x2a96e714996cd1d12080a8f8292e8c40ac9f1b64e208dd351b0f09cb42c297ef,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 10, 2021 1:41 PM",,,,,,,,,,,,BCAP Fund,0xabe34103203725d6ff931f5aec7df2f3dcdbc768471334b84c5cb319be1dd8a6,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919
FALSE,"Apr 10, 2021 1:39 PM",-0.0329,DIGG,,,1,,,,,,,BCAP Fund,0xa69a1e4dd9c5b0cbb22b7eb5a0bcb9195e90a9d3bca05cca0d8e4c35547ef97f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 10, 2021 1:39 PM","1,346.755875",USDC,,,2,,,,,,,BCAP Fund,0xa69a1e4dd9c5b0cbb22b7eb5a0bcb9195e90a9d3bca05cca0d8e4c35547ef97f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Apr 10, 2021 1:38 PM",,,,,,,,,,,,BCAP Fund,0x3a886b5c18878504845735307490bb0617e85f7dee6e2a18c0cf0e7c026f88f9,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x798D1bE841a82a273720CE31c822C61a67a601C3
FALSE,"Apr 10, 2021 1:36 PM",90,ETH,,,1,,,,,,,BCAP Fund,0x47c7200404486b120ee5ad5282dae2f3aff00cc034b69747e97a79461ff0ca1d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0b3982F01B946e91cA0AC6152281C2d38d947CC
FALSE,"Apr 10, 2021 1:36 PM","-19,754.64313196",RAI,,,2,,,,,,,BCAP Fund,0x47c7200404486b120ee5ad5282dae2f3aff00cc034b69747e97a79461ff0ca1d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0b3982F01B946e91cA0AC6152281C2d38d947CC
FALSE,"Apr 10, 2021 1:35 PM",,,,,,,,,,,,BCAP Fund,0x4d85fc0a6f5c82b50229d7eb451939966bf0de010cbb1ef8dda9cdb84f5051f5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919
FALSE,"Apr 10, 2021 1:33 PM",479.38947293,BADGER,,,1,,,,,,,BCAP Fund,0xfe43fd422678257d9325d65bc32ecdb1c4f5d8fe37c778bc3aa7c11ff877c75d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Apr 10, 2021 1:33 PM",0.03288532,DIGG,,,2,,,,,,,BCAP Fund,0xfe43fd422678257d9325d65bc32ecdb1c4f5d8fe37c778bc3aa7c11ff877c75d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Apr 8, 2021 7:47 AM",,,,,,,,,,,,BCAP Fund,0xde3cd190e8868f22adb561f4a7fd5fe12263ca868d262ca416cd0fc8631ef40f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x886e02327cAd4E1E29688C7Db0c9d28879ac44Da
FALSE,"Mar 29, 2021 2:11 PM",,,,,,,,,,,,BCAP Fund,0x60b7e865e6a3f55ee4dd1dd7d9c3674a5e5e929ea60b287a98c740317d64648c,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0
FALSE,"Mar 29, 2021 1:37 PM","-50,000",MATIC,,,1,,,,,,,BCAP Fund,0xb5e03bb3122c2dce791b0496f203ce1a50899f2ee2d12a28207b3bb5cf4bbd3b,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 29, 2021 1:37 PM","19,272.375221",USDC,,,2,,,,,,,BCAP Fund,0xb5e03bb3122c2dce791b0496f203ce1a50899f2ee2d12a28207b3bb5cf4bbd3b,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 29, 2021 1:34 PM",,,,,,,,,,,,BCAP Fund,0x7b5af9886bf97e0871948ef13a6d86793cb92f6d854ead495a458b856223db0e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0
FALSE,"Mar 29, 2021 1:25 PM","701,627",MATIC,,,,,,,,,,BCAP Fund,0xfde8269eda214cee020de146a7b1bd72576c90b0aa4945656ea2eee482d6c6aa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xe9Ce4B4A8cAd7c7661F84B80aadEc09DAeEa91C8
FALSE,"Mar 29, 2021 10:45 AM","139,970.039821",FARM-USDC,,,1,,,,,,,BCAP Fund,0x8ae24e1f09fcba8bbc6cd51567ceb0ac34fc0ec1e5d249cc1f450500cff4c63d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0358e8c3CD5Fa238a29301d0bEa3D63A17bEdBE
FALSE,"Mar 29, 2021 10:45 AM","-139,970.039821",FARM-USDC,,,,,,,,,,BCAP Fund,0xbe7782b110a4f440712b27383505290a8b2376e43f0bde339508c3541e732045,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4F7c28cCb0F1Dbd1388209C67eEc234273C878Bd
FALSE,"Mar 29, 2021 10:45 AM","-124,020.538591",USDC,,,2,,,,,,,BCAP Fund,0x8ae24e1f09fcba8bbc6cd51567ceb0ac34fc0ec1e5d249cc1f450500cff4c63d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0358e8c3CD5Fa238a29301d0bEa3D63A17bEdBE
FALSE,"Mar 29, 2021 10:44 AM",,,,,,,,,,,,BCAP Fund,0x451566b8361a469d70f120a89796e11f53e9a320dac74dd7c3cf540d7661c0eecontent_copy,#N/A,#N/A
FALSE,"Mar 23, 2021 4:52 PM",-157.40601878,FARM,,,1,,,,,,,BCAP Fund,0xf8702eaea515b8b1d5569afd3e30ed2573c55a2beb7a9f2856b0864aa0a5f4b3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:52 PM","32,866.595244",USDC,,,2,,,,,,,BCAP Fund,0xf8702eaea515b8b1d5569afd3e30ed2573c55a2beb7a9f2856b0864aa0a5f4b3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:32 PM",-225,FARM,,,1,,,,,,,BCAP Fund,0xa624b66bc870ec0dd857471e923930eefa1f1db456ae69d82a7f9373eff968aa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:32 PM","47,723.182637",USDC,,,2,,,,,,,BCAP Fund,0xa624b66bc870ec0dd857471e923930eefa1f1db456ae69d82a7f9373eff968aa,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:29 PM",-200,FARM,,,1,,,,,,,BCAP Fund,0x8620c5a22cb70a81f39f31edb2d9fe434e16371d31cf166052eaf79d48b64414,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:29 PM","43,430.76071",USDC,,,2,,,,,,,BCAP Fund,0x8620c5a22cb70a81f39f31edb2d9fe434e16371d31cf166052eaf79d48b64414,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 23, 2021 4:26 PM",582.40601878,FARM,,,,,,,,,,BCAP Fund,0x4b45453168f75bc02b5c1b56fe4a82a5a27a180bcf2ab85ffa563a3fd401ecbe,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Mar 16, 2021 7:51 AM",34.3619059,ETH,,,1,,,,,,,BCAP Fund,0x662b81c86399fb08061397a830ae80ef84e6a2587291fd1b8a502fdf70db4c06,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 16, 2021 7:51 AM",-815.43251019,UNI-V2-RAI-WETH,,,2,,,,,,,BCAP Fund,0x662b81c86399fb08061397a830ae80ef84e6a2587291fd1b8a502fdf70db4c06,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Mar 16, 2021 7:49 AM",,,,,,,,,,,,BCAP Fund,0xcc42741d22622a8dc12280cbbf22a71d0261a5193b0060b4e8b18eb929bdc552,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x8aE720a71622e824F576b4A8C03031066548A3B1
FALSE,"Mar 14, 2021 1:58 PM","-34,676.63732171",FARM-yDAI+yUSDC+yUSDT+yBUSD,,,,,,,,,,BCAP Fund,0x7b59faa2ae3da801ac85ae3c0e5474c5b499fb2bf80e442621a8829850fe1c93,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x093C2ae5E6F3D2A897459aa24551289D462449AD
FALSE,"Mar 14, 2021 1:56 PM","34,676.63732171",FARM-yDAI+yUSDC+yUSDT+yBUSD,,,1,,,,,,,BCAP Fund,0xc7dd75cc892ef89fc9b0215e0b3436e936d8cd838a6dfd6d263a3c09d5694846,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4b1cBD6F6D8676AcE5E412C78B7a59b4A1bbb68a
FALSE,"Mar 14, 2021 1:56 PM",,,,,,,,,,,,BCAP Fund,0xe3730452eccc96d48376713bd49f9f007b94a999603dc8b914c3ac8a2659f407,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x3B3Ac5386837Dc563660FB6a0937DFAa5924333B
FALSE,"Mar 14, 2021 1:56 PM","-35,831.87801269",yDAI+yUSDC+yUSDT+yBUSD,,,2,,,,,,,BCAP Fund,0xc7dd75cc892ef89fc9b0215e0b3436e936d8cd838a6dfd6d263a3c09d5694846,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4b1cBD6F6D8676AcE5E412C78B7a59b4A1bbb68a
FALSE,"Mar 14, 2021 1:52 PM","-11,717.805329",USDT,,,1,,,,,,,BCAP Fund,0x96803553d136e1f0fbd76caa5d88a3b59c89106e0fdd35d38d92ea21afd85202,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb6c057591E073249F2D9D88Ba59a46CFC9B59EdB
FALSE,"Mar 14, 2021 1:52 PM","-27,467.97",BUSD,,,2,,,,,,,BCAP Fund,0x96803553d136e1f0fbd76caa5d88a3b59c89106e0fdd35d38d92ea21afd85202,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb6c057591E073249F2D9D88Ba59a46CFC9B59EdB
FALSE,"Mar 14, 2021 1:51 PM",,,,,,,,,,,,BCAP Fund,0x081b84a450a5f939fce767148426fa6fc00292ce3bf2ed4a5731b86a63d7e433,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4Fabb145d64652a948d72533023f6E7A623C7C53
FALSE,"Mar 14, 2021 1:50 PM",,,,,,,,,,,,BCAP Fund,0xfc02889feb9e58f2ef5c3e34f057f2249b7c8db3c6106a478603f61b27417411,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xdAC17F958D2ee523a2206206994597C13D831ec7
FALSE,"Mar 14, 2021 1:07 PM",-0.0977,WBTC,,,1,,,,,,,BCAP Fund,0x89b7fbacc52af4e44723deddc10d9345af75f0e30a5ec88c8d06c3e20f265f6e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 1:07 PM","5,762.35200582",BUSD,,,2,,,,,,,BCAP Fund,0x89b7fbacc52af4e44723deddc10d9345af75f0e30a5ec88c8d06c3e20f265f6e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 1:04 PM",,,,,,,,,,,,BCAP Fund,0xce6c8c4820211ec443f0633bb6febf7316bea4179d5f23a8cc08b8b8059ad03e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599
FALSE,"Mar 14, 2021 1:00 PM",-319.5158,BADGER,,,1,,,,,,,BCAP Fund,0xb9369da2314b43f81e1a969b20c78c9a8e8a422954a3370c20980d8505c57bd0,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 1:00 PM","14,878.28940018",BUSD,,,2,,,,,,,BCAP Fund,0xb9369da2314b43f81e1a969b20c78c9a8e8a422954a3370c20980d8505c57bd0,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 12:59 PM",,,,,,,,,,,,BCAP Fund,0x802629b12e26b64d56a0d80789a44a96735ad82b6a4f904f6ba716b8d70e0c5e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x3472A5A71965499acd81997a54BBA8D852C6E53d
FALSE,"Mar 14, 2021 12:56 PM",-0.1806,DIGG,,,1,,,,,,,BCAP Fund,0x9a9cdd7bca837ca0f8411976b905736b77530bc4328975fa24b355001bdfcd4a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 12:56 PM","6,827.33119743",BUSD,,,2,,,,,,,BCAP Fund,0x9a9cdd7bca837ca0f8411976b905736b77530bc4328975fa24b355001bdfcd4a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Mar 14, 2021 12:53 PM",,,,,,,,,,,,BCAP Fund,0xccc9d640394bd231d5cbdaef3abb6184800d131b1d6f39836eaed0004a08df48,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x798D1bE841a82a273720CE31c822C61a67a601C3
FALSE,"Mar 14, 2021 12:52 PM",,,,,,,,,,,,BCAP Fund,0x24274fba80486823aa4e9d123945d61b16483d4754b3b98530f0e5af74282ce1,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a
FALSE,"Mar 14, 2021 12:49 PM",-0.06270778,bDIGG,,,1,,,,,,,BCAP Fund,0xbe887e4e99a5af6aad74614aa8eec79336adba447962e5d3a5a494d9bda8930e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a
FALSE,"Mar 14, 2021 12:49 PM",0.07689255,DIGG,,,2,,,,,,,BCAP Fund,0xbe887e4e99a5af6aad74614aa8eec79336adba447962e5d3a5a494d9bda8930e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a
FALSE,"Mar 14, 2021 11:43 AM",319.51586221,BADGER,,,1,,,,,,,BCAP Fund,0xba129379b09d9fb0cd8ecf7ed6b080237593f7961e11c9b724e6c7517485e8f5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Mar 14, 2021 11:43 AM",-7.91910564,FARM,,,,,,,,,,BCAP Fund,0x3b78f3b637c395777d4aa830c9a69e98e2faf31f79c5f3c64ba8b8b341608e86,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Mar 14, 2021 11:43 AM",0.10380208,DIGG,,,2,,,,,,,BCAP Fund,0xba129379b09d9fb0cd8ecf7ed6b080237593f7961e11c9b724e6c7517485e8f5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Mar 14, 2021 11:40 AM",-1,FARM,,,,,,,,,,BCAP Fund,0x4c2c66a6ce8cf08b7611180dbe8b39b9b31154032c1e71046839f93002270697,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Mar 14, 2021 11:40 AM",8.91910564,FARM,,,,,,,,,,BCAP Fund,0xeeb421fa78c86d3fb307b9b8ba7617aeceb6830a3fa58044c2463beb371e3250,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x093C2ae5E6F3D2A897459aa24551289D462449AD
FALSE,"Feb 28, 2021 1:46 PM",-123.79296683,iFARM,,,,,,,,,,BCAP Fund,0x46a43aaa105a15fb36c8ca16a7d3129970451265d238dba5f63ece369825c517,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0c68C638235ee32657e8f720a23ceC1bFc77C77
